Pozisyon,Kategori,Alan,Soru,Cevap
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te değişkenler nedir ve nasıl oluşturulur?","Değişken, bellekte değerleri depolamak ve kullanmak için kullanılan adlandırılmış bir temel yapı elemanlarıdır. Javascript'in bir uzantısı olan TypeScript'te, değişkenleri tanımlamak için üç farklı anahtar sözcük kullanılır: var, let, ve const. TypeScript'te bir değişken bildirirken belirli kurallara uyulmalıdır. Değişken adları bir harf veya sayısal rakam içerebilir. Değişken adları bir rakamla başlayamaz. Alt çizgi(_) ve dolar($) işareti dışında boşluk ve özel karakter içeremez."
Frontend,Teknik Yetenekler,TypeScript,""" .ts"" dosyasındaki gerçek zamanlı değişikliklerle .ts'yi otomatik olarak derlemek mümkün müdür?","Evet, .ts dosyasındaki gerçek zamanlı değişikliklerle “.ts”yi otomatik olarak derlemek mümkündür. Bu işlemi gerçekleştiren araçlardan biri ""TypeScript Watch Mode"" (TypeScript İzleme Modu) olarak adlandırılan özelliktir. tsc --watch file1.ts Bu komut, TypeScript dosyalarını izleyecek ve herhangi bir değişiklik olduğunda derleme işlemini otomatik olarak gerçekleştirecektir."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript tarafından desteklenen nesne yönelimli terimler nelerdir?","TypeScript aşağıdaki nesne yönelimli terimleri destekler: Modules, Classes, Interfaces, Inheritance, Data Types, Member functions"
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te arayüzler nelerdir?","Arayüz, nesnenin yapısı veya iskeletidir. TypeScript'te arayüz, bir nesnenin şeklini tanımlar. Nesne özellik adlarını, değerlerini ve veri türleri hakkında bilgileri içerir. Arayüzler, tip güvenliğini sağlamak ve kodun daha anlaşılır ve sürdürülebilir olmasını sağlamak için kullanılır. TypeScript'te arayüz ""interface"" anahtar kelimesi yardımıyla tanımlanır."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te sınıflar (classes) nedir?","Sınıflar, veri yapılarını tanımlamak için nesne yönelimli programlama (OOP) dillerinde kullanılan yaygın bir soyutlamadır. TypeScript'te sınıflar (classes), önceden belirlenmiş bir şablona göre nesnelerin nasıl oluşturulacağını ve hangi özelliklere sahip olacağını belirtir. Bir sınıf, Constructor, Properties ve Methods gibi veri yapılarını içerir."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript isteğe bağlı olarak statik yazma nasıl yapılır?","TypeScript isteğe bağlı olarak statik yazılmış bir dildir. Bu, derleyiciden bir değişkenin türünü yok saymasını isteyebileceğiniz anlamına gelir. Herhangi bir veri türünü kullanarak, değişkene herhangi bir değer türü atayabiliriz."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'teki modüller nelerdir?","Modül, ilgili değişkenler, işlevler, sınıflar ve arabirimlerden oluşan bir grup oluşturmanın yoludur. TypeScript'te modüller, kodun parçalara bölünmesini ve her parçanın bağımsız bir şekilde çalışmasını sağlayan yapı elemanlarıdır. Modüller, büyük ve karmaşık projelerde kodun daha düzenli, anlaşılır ve yönetilebilir olmasını sağlar. “export” anahtar kelimesi kullanılarak bir modül oluşturulabilir. “import” anahtar kelimesi kullanılarak farklı bir modülden dışa aktarılan bir değişken, işlev, sınıf veya arabirim içe aktarılabilir."
Frontend,Teknik Yetenekler,TypeScript,"Dahili modül ile harici modül arasındaki fark nedir?","Internal (Dahili) modüller, sınıfları, arayüzleri, fonksiyonları ve değişkenleri tek bir birimde gruplandırır ve başka bir modüle aktarılabilir. Dosya uzantısı .ts’dir. Yeniden kullanılabilirlik sınırlıdır. Dosya boyutu daha küçük ve performans yüksektir. External (Harici) modüller, yalnızca bildirilen değişkenle ilişkili yöntemleri ve parametreleri gösterir. Dosya uzantısı .ts vs .js’dir. Yeniden kullanılabilirlik yüksektir. Dosya boyutu daha büyük ve performans yavaştır."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te “namespace” nedir?","Namespace, işlevleri mantıksal olarak gruplandırmaya yarar ve dahili modül olarak da bilinir. Bu işlev, TypeScript'teki eski kodları dahili olarak korur. Büyük projelerde kodun daha düzenli ve anlaşılır olmasını sağlar. Temel amacı, kodu parçalara bölmek ve ad alanları altında gruplandırmaktır. Namespace, arabirimleri, sınıfları, işlevleri ve değişkenleri de içerebilir."
Frontend,Teknik Yetenekler,TypeScript,"tsconfig.json dosyası nedir?","tsconfig.json dosyası JSON formatında bir dosyadır. Projeyi derlemek için gereken kök dosyaları ve derleyici seçeneklerini belirtir. Tsconfig.json dosyası her zaman projenin kök dizinine yerleştirilir."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te generics nelerdir?","TypeScript'te ""generics"" (cinsiyetler) bir tür oluşturma mekanizmasıdır ve tür güvenliği sağlamak için kullanılır. TypeScript generics, yeniden kullanılabilir bileşenler oluşturmayı sağlar. Tek bir veri türü yerine çok çeşitli veri türleri ile çalışabilen bileşenler oluşturabilmektedir. Açık (<) ve kapalı (>) köşeli parantezler arasına tür parametresi yazılır. Türleri belirten özel bir tür değişken için <T> kullanır."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te JSX nedir?","JSX, gömülebilir XML benzeri bir syntax’tır. TypeScript, JSX'i doğrudan JavaScript'e gömmeyi, tür denetlemeyi ve derlemeyi sağlar. UI bileşenlerini daha kolay ve anlaşılır bir şekilde oluşturmayı sağlar."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te ""enums"" nasıl çalışır?","Enum’lar çoğu dilde ortak bir veri yapısıdır. TypeScript'te ""enums"" (numaralandırma) belirli bir ad ile ilişkilendirilmiş sabit değerlerin bir koleksiyonunu tanımlamak için kullanılan bir veri türüdür. Kısaca enums, sabit değerleri tanımlamanın bir yoludur. Enumlar, belirli durumları veya değerleri temsil etmek için kullanılır ve kodun daha anlaşılır ve bakımı kolay hale gelmesini sağlar. Enumları ve bunların nasıl kullanılacağını anlamak, kodun daha kolay düzenlenmesini sağlar."
Frontend,Teknik Yetenekler,TypeScript,"""declare"" anahtar kelimesi ne zaman kullanılır?","TypeScript projesinin içinde bildirimleri olmayan bir JavaScript kütüphanesi kullanırken “declare” anahtar kelimesi kullanılır."
Frontend,Teknik Yetenekler,TypeScript,"TypeScript'te nesneler nasıl oluşturulur?","Nesneler, anahtar ve değer koleksiyonlarıdır. Nesneler, anahtar-değer çiftleri olarak tanımlanan veri yapılarıdır ve farklı veri tiplerini içerebilirler. TypeScript'te, bir nesne türü, herhangi bir değeri ifade eder. Özellikleri ve türlerini basitçe listeleyerek tanımlanabilir."
Backend,Teknik Yetenekler,Python,"Python programlama dilinin bazı özelliklerini kısaca açıklayınız.","Python; genel amaçlı, üst düzey, yorumlanmış bir dildir. Diğer dillere göre daha az sözdizimsel yapıya sahiptir."
Backend,Teknik Yetenekler,Python,"Python'un öne çıkan özellikleri nelerdir?","Yapılandırılmış programlamayı destekler. Üst düzey dinamik veri türlerini destekler. Dinamik veri türlerinin kontrol edilmesini sağlar. Java, COBRA, C, C++, ActiveX ve COM ile birlikte kullanılmaya olanak tanır."
Backend,Teknik Yetenekler,Python,"Pythonpath nedir?","Pythonpath, Python yorumlayıcısına programa alınabilecek modül dosyalarını bulmasını söyler. Pythonpath önceden ayarlanabilir."
Backend,Teknik Yetenekler,Python,"Python'da desteklenen veri türleri nelerdir?","Lists Numbers Strings Dictionaries Tuples"
Backend,Teknik Yetenekler,Python,"Pozitif ve negatif indeksler nelerdir?","Arama, soldan sağa doğru başladığında pozitif indeksler uygulanır. Arama, sağdan sola doğru başladığında negatif indeksler uygulanır. Örneğin, n büyüklüğündeki dizi listesinde pozitif indeks, ilk indeks 0'dır. İlk indeksten sonra 1 gelir ve son indeks n-1'e kadardır."
Backend,Teknik Yetenekler,Python,"Python'un dezavantajları nelerdir?","Python’da tasarım kısıtlamaları vardır. Python; C, C++ ve Java’ya göre daha yavaştır. Veri tabanı erişim katmanı daha az gelişmiştir."
Backend,Teknik Yetenekler,Python,"Python'da bir listeyi tersine çevirebilir miyiz?","Evet, bu mümkün. reverse() yöntemini kullanarak Python'da bir listeyi tersine çevirebiliriz."
Backend,Teknik Yetenekler,Python,"Python'da bir dosya nasıl silinir?","Python’da bir dosya şu komutlardan biriyle silinebilir: os.remove(filename) veya os.unlink(filename)"
Backend,Teknik Yetenekler,Python,"Python en çok ne için kullanılır?","Python, web uygulamaları için bir komut dosyası dili kullanır. Python’un kullanımının yaygın olduğu alan ise yazılım uygulamaları, işletim sistemleri, web tarayıcısındaki sayfalar ve bazı oyunlardır."
Backend,Teknik Yetenekler,Python,"Python büyük/küçük harfe duyarlı mı?","Evet, Python büyük/küçük harfe duyarlı bir programlama dilidir."
Backend,Teknik Yetenekler,Python,"Python'da birden çok kod satırına yorum nasıl yapılır?","Python'da yorum yapabilmek için yorumun önüne # karakterini koymanız gerekir. Birden fazla satıra yorum yapmak için de Ctrl tuşuna basıp bu yorumun yapıldığı tüm satırlara sol tıklamanız gerekir. Böylece birden çok kod satırına yorum yapabilirsiniz."
Backend,Teknik Yetenekler,Python,"Python’da // operatörü nedir?","Python'da // operatörü, ""floor division"" olarak adlandırılan bir bölme işlemi yapar. Bu operatör, bölme işlemini gerçekleştirirken sonucu aşağıya yuvarlar ve bölümün tam sayı sonucunu verir."
Backend,Teknik Yetenekler,Python,"Python'da kullanılan aritmetik operatörler nelerdir?","Python aritmetik operatörler toplama (+), çıkarma (-), çarpma (*), bölme (/), üs alma (**), tam bölme (//) ve mod alma (%) gibi temel matematiksel işlemleri gerçekleştirmek için kullanılır."
Backend,Teknik Yetenekler,Python,"Python'da karşılaştırma operatörleri nelerdir?","Python'da karşılaştırma operatörleri şunlardır: == (eşit), != (eşit değil), > (büyük), < (küçük), >= (büyük eşit), <= (küçük eşit)."
Backend,Teknik Yetenekler,Python,"Python’da != operatörü ne anlama gelir ve nedir?","Python’da != operatörü, iki değerin eşit olup olmadığını kontrol etmek için kullanılır. Eğer iki değer eşit değilse, bu operatör True (doğru) değerini döndürür; eğer iki değer eşitse False (yanlış) değerini döndürür."
Backend,Teknik Yetenekler,Python,"Python’da += ne işe yarar?","+= bir atama operatörüdür. Python'da += operatörü, bir değişkenin değerini belirli bir miktarla artırmak için kullanılır. Bu operatör, varolan bir değeri alıp üzerine belirli bir değeri ekler ve sonucu tekrar aynı değişkene atar."
Backend,Teknik Yetenekler,Python,"Python tuple komutu nedir?","Tuple, birden çok öğeyi tek bir değişkende depolamak için kullanılır. Tuple, Python'da veri koleksiyonlarını depolamak için kullanılan 4 yerleşik veri türünden biridir. Diğer veri türleri List, Set ve Dictionary’dir. Tuple, sıralı ve değiştirilemez bir koleksiyondur ve yuvarlak parantezlerle yazılır."
Backend,Teknik Yetenekler,Python,"Python’da liste ve tuple arasındaki fark nedir?","Listeler düzenlenebilirken, tuple'lar değişmezdir. Listeler tuple'lardan daha yavaştır. Listeler köşeli parantez [] içinde tanımlanırken, tuple'lar normal parantez () içinde tanımlanır."
Backend,Teknik Yetenekler,Python,"Python ne tür bir dildir? Programlama mı yoksa komut dosyası mı?","Python, genel amaçlı bir programlama dilidir. Bir komut dosyası dili olarak kullanılabilirken, aynı zamanda geniş bir uygulama yelpazesini destekleyen tam teşekküllü bir programlama dilidir."
Backend,Teknik Yetenekler,Python,"Pep 8 nedir?","PEP 8, Python kodunu daha okunabilir yazmak için çeşitli yönergeler içeren Python Geliştirme Önerileri'nin bir parçasıdır. Kodun okunabilirliğini ve tutarlılığını artırmayı amaçlar."
Backend,Teknik Yetenekler,Python,"Python namespaces nedir?","Python'da namespaces, değişkenlerin, fonksiyonların, sınıfların ve diğer nesnelerin isimlerinin saklandığı bir alanı ifade eder. Python'da yerleşik, genel, çevreleyen ve yerel olmak üzere dört tür namespaces vardır."
Backend,Teknik Yetenekler,Python,"Python'da dekoratörler nelerdir?","Dekoratörler, bir fonksiyonun bazı tasarım desenlerini yapısını değiştirmeden eklemek için kullanılır. Python'da dekoratörler, diğer fonksiyonları veya metotları alarak ve genellikle onları sarmalayarak çalışır."
Backend,Teknik Yetenekler,Python,"Dict (Sözlük) ve List (Set) kavramları nelerdir?","Dict (sözlük), anahtar-değer çiftleri halinde verileri saklamak için kullanılan bir veri yapısıdır. Listeler, sıralı ve değiştirilebilir veri koleksiyonlarıdır. Set'ler, benzersiz ve değiştirilebilir elemanları içeren bir koleksiyon tipidir."
Backend,Teknik Yetenekler,Python,"py ve .pyc dosyaları arasındaki fark nedir?",".py uzantılı dosyalar, Python kaynak kodunu içerir ve yürütülebilir dosyaları temsil eder. .pyc uzantılı dosyalar ise .py dosyalarının derlenmiş sürümleridir ve Python yorumlayıcısının hızını artırır."
Backend,Teknik Yetenekler,Python,"Python’da dilimleme (slicing) nedir?","Dilimleme (slicing), listeler, demetler ve dizeler gibi veri yapılarının belli bir aralığına veya dilimine erişmek için kullanılan bir işlemdir. Dilimleme, veri yapılarından belirli parçaları almak için kullanılır."
Backend,Teknik Yetenekler,Python,"Python modülleri nelerdir?","Python modülleri, Python kodunu içeren dosyalardır ve kodun işlevlerini, sınıflarını ve değişkenlerini içerir. Python'da yerleşik modüller ve kullanıcı tanımlı modüller olmak üzere iki tür modül vardır."
Backend,Teknik Yetenekler,Python,"Python'daki Local (yerel) değişkenler ve genel değişkenler(variables) nelerdir?","Genel değişkenler, Python programının herhangi bir yerinde tanımlanan ve tüm programın kapsamında geçerli olan değişkenlerdir. Yerel değişkenler ise bir fonksiyon içinde tanımlanan ve sadece o fonksiyonun kapsamında geçerli olan değişkenlerdir."
Backend,Teknik Yetenekler,Python,"Python'da tür dönüştürme nedir?","Python'da tür dönüştürme, bir veri türünün başka bir veri türüne dönüştürülmesini ifade eder. Örneğin, int() fonksiyonu bir değeri tam sayıya dönüştürürken, str() fonksiyonu bir değeri dizeye dönüştürür."
Backend,Teknik Yetenekler,Python,"Python diziler (Arrays) ve listeler arasındaki fark nedir?","Python'da diziler ve listeler aynı veri depolama yöntemini kullanır, ancak diziler yalnızca tek bir veri türü öğesini barındırabilirken, listeler herhangi bir veri türü öğesini barındırabilir."
Backend,Teknik Yetenekler,Python,"Python'da fonksiyonlar nelerdir?","Python'da fonksiyonlar, kodun belirli bir işlevi yerine getirmesi için kullanılan bloklardır. Fonksiyonlar, belirli bir işlevi yerine getirmek için bir araya getirilmiş kod parçalarıdır ve def anahtar kelimesiyle tanımlanır."
Backend,Teknik Yetenekler,Python,"Python’da fonksiyon nasıl çağırılır?","İşlev adı ve parantez kullanılarak Python fonksiyonları çağırılır."
Backend,Teknik Yetenekler,Python,"Python da kaç tane fonksiyon var?","Python'da iki tür fonksiyon vardır: 1. Standart kitaplık işlevleri - Bunlar Python'da kullanılabilen hazır işlevlerdir. 2. Kullanıcı tanımlı işlevler - Kullanıcın gereksinimlerine göre kendi işlevlerini oluşturan fonksiyonlardır."
Backend,Teknik Yetenekler,Python,"__init__ nedir? __init__ Python’da ne işe yarar?","__init__, Python'da yeni bir nesne/sınıf örneği oluşturulduğunda belleği ayırmak için otomatik olarak çağrılan bir yöntem veya yapıcıdır. Tüm sınıflar __init__ yöntemine sahiptir."
Backend,Teknik Yetenekler,Python,"Python’da Lamda fonksiyonunu nedir?","Python’da Lambda anonim işlevleri tanımlamak için kullanılan bir anahtar kelimedir. Bir lambda işlevi, elde etmek istenilen şeye bağlı olarak birden çok değişkene sahip olabilir."
Backend,Teknik Yetenekler,Python,"Python'da self nedir?","Self, bir sınıfın örneği veya nesnesidir. Bu anahtar kelime, Python'da tanımlı bir sınıfın değişkenlerine, niteliklerine ve yöntemlerine erişmeyi sağlar."
Backend,Teknik Yetenekler,Python,"Python’da break, continue and pass nedir?","Break - Bazı koşullar karşılandığında ve kontrol bir sonraki ifadeye aktarıldığında döngü sonlandırılmasına izin verir. Continue - Belirli bir koşul karşılandığında ve kontrol döngünün başına aktarıldığında döngünün bir kısmının atlanmasına izin verir. Pass - Sözdizimsel olarak bir kod bloğuna ihtiyacınız olduğunda, ancak yürütmesini atlamak istediğinizde kullanılır."
Backend,Teknik Yetenekler,Python,"[::-1} ne yapar?","[::-1] bir dizi veya dizinin sırasını tersine çevirmek için kullanılır."
Backend,Teknik Yetenekler,Python,"Python'da yorum nasıl yapılır?","Python'da yorumlar # karakteri ile başlar. Bazen, açıklama, doküman dizileri (üçlü tırnak içine alınmış dizeler) kullanılarak yapılır."
Backend,Teknik Yetenekler,Python,"Dizenin ilk harfi nasıl büyük yazılır?","Python'da, capitalize() yöntemi kullanılarak bir dizenin ilk harfini büyük yazılabilir."
Backend,Teknik Yetenekler,Python,"Python’da bir dize tamamen küçük harfe nasıl dönüştürülür?","Bir dizeyi küçük harfe çevirmek için lower() fonksiyonu kullanılabilir."
Backend,Teknik Yetenekler,Python,"help() ve dir() işlevinin kullanımı nedir?","help() işlevi, belge dizisini görüntülemek için kullanılır. Dir() işlevi, tanımlanan sembolleri görüntülemek için kullanılır. Nesnelerin özellikleri hakkında bilgi edinmeyi kolaylaştırır."
Backend,Teknik Yetenekler,Python,"len() ne yapar?","len() fonksiyonu, İngilizce length in (uzunluk) kısaltılmış halidir. String ifadesinin uzunluğunu yani karakter sayısını verir. Bir dizenin, listenin uzunluğunu belirlemek için kullanılır."
Backend,Teknik Yetenekler,Python,"Python'da dosyalar nasıl silinebilir?","Python'da bir dosyayı silmek için OS modülünün içe aktarılması gerekir. os.remove() işlevini kullanılır."
Backend,Teknik Yetenekler,Python,"Bir Python dizisine değerler/elemanlar nasıl eklenir?","Bir Python dizisine elemanlar, append(), extend() ve insert (i,x) işlevleri kullanılarak eklenebilir."
Backend,Teknik Yetenekler,Python,"Bir Python dizisinden değerler/elemanlar nasıl kaldırılır?","Dizi öğeleri, pop() veya remove() işlevleri kullanılarak kaldırılabilir. pop() işlevi silinen değeri döndürür. remove() işlevi silinen değeri döndürmez."
Backend,Teknik Yetenekler,Python,"Pyhon split metodu nedir, nasıl kullanılır?","split() yöntemi, Python'da belirli bir string'i ayırmak için kullanılır."
Backend,Teknik Yetenekler,Python,"Python'da sınıflar nasıl oluşturulur?","Python'da sınıf, “class” anahtar kelimesi kullanılarak oluşturulur."
Backend,Teknik Yetenekler,Python,"Python'da monkey patching nedir?","Python'da monkey patching, çalışma zamanında bir kod veya sınıf parçasının veya herhangi bir modülün değiştirilmesi anlamına gelir. Daha basit bir ifadeyle, monkey patching ile tüm Python kodunu değiştirmeden çalışma zamanında bir sınıfın/modülün davranışını veya çalışmasını değiştirebiliriz."
Backend,Teknik Yetenekler,Python,"Python'da boş bir sınıf nasıl oluşturulur?","Python’da boş bir sınıf, bloğunda tanımlanmış herhangi bir kodu olmayan bir sınıftır. “pass” anahtar sözcüğü kullanılarak oluşturulur."
Backend,Teknik Yetenekler,Java,"Java nedir?","Java; geniş kapsamlı, nesne-yönelimli, platformdan bağımsız bir programlama dilidir. Java, web uygulamaları, mobil uygulamalar, masaüstü uygulamalar, oyunlar veya herhangi bir diğer yazılım için kullanılabilir. Java, kodun bir kez yazılması sonucu birden fazla platformda çalışmasını sağlar. Java Virtual Machine (JVM) adlı bir makine tarafından yürütülür ve Java kodunun herhangi bir platformda çalışmasını sağlar. Java ayrıca, birçok açık kaynak kütüphanesi ve araçları içerir."
Backend,Teknik Yetenekler,Java,"Java programlama dilinin özellikleri nelerdir?","Nesne yönelimli: Java, nesne-yönelimli bir programlama dilidir. Platformdan bağımsız: Java, bir kez yazılır ve farklı platformda çalışabilir. Birçok farklı işletim sistemini destekler. Otomatik bellek yönetimi: Java, bellek yönetimini otomatik olarak gerçekleştirerek, programcının bellek yönetimiyle ilgilenmesini ortadan kaldırır. Güvenli: Java, oldukça güvenlidir. Kodun güvenliğini sağlar. Açık kaynak: Java, açık kaynak bir programlama dilidir. İsteyen herkes Java’yı kullanabilir. Kullanıcıların kodlarını değiştirmesine veya kullanmasına izin verir. Multithreading: Java, birden fazla iş parçacığını (thread) destekler ve aynı anda birden fazla işlemi gerçekleştirmek için kullanır. Dinamik: Java, dinamik olarak bağlantı kurar. Geniş kapsamlı: Java, geniş kapsamlı bir programlama dilidir. Birçok farklı alanda kullanılabilir ve farklı türde yazılım geliştirmek için kullanılır. Büyük kullanıcı topluluğu: Java’nın geniş bir kullanıcı ekosistemi bulunur. Ayrıca, büyük kullanıcı topluluğu vardır. Bu topluluk ile Java geliştiricileri birbirlerinden yardım alabilir."
Backend,Teknik Yetenekler,Java,"Java Sanal Makinesi nedir?","Java Sanal Makinesi (JVM), Java programlarının çalıştırılması için gerekli olan bir yazılımdır. Bytecode adı verilen kodu yorumlar ve istenen çıktıyı üretir. Java kodunun işletim sistemi tarafından anlaşılmasını sağlar. JVM, aynı zamanda bellek yönetimini, güvenliği ve hata ayıklamayı gerçekleştirir."
Backend,Teknik Yetenekler,Java,"Java, yüksek performansı nasıl sağlar?","Java, yüksek performansı JVM, Multi-Threading ve JIT derleyicileri kullanarak sağlar. JVM, Java bytecode adı verilen kodu çalıştırır ve Java kodunun işletim sistemi tarafından anlaşılmasını sağlar. Multi-Threading ise Java, çoklu iş parçacığı desteği sunar. Bu, birden fazla işlemi aynı anda yürütülmesini sağlar. JIT derleyici, Java programlarının performansını arttırmak için kullanılır. Ayrıca Java optimize edilmiş kütüphaneler sunar. Bu optimize edilmiş kütüphaneler, yaygın olarak kullanılan işlemleri hızlandırır. Böylece, Java yüksek performans sağlar."
Backend,Teknik Yetenekler,Java,"Java’da pointerlar neden kullanılmaz?","Pointerlar programlama dillerinde yaygın olarak kullanılan bellek yönetimine ilişkin sorunların kaynağıdır. Pointerlar, bellekteki veriye erişmek için kullanılırlar ve bu veriye erişim sırasında yanlış yapılandırmalar sonucu bellekle ilgili sorunlar ortaya çıkabilir."
Backend,Teknik Yetenekler,Java,"JIT derleyicisi nedir?","JIT derleyicisi, kodun daha hızlı bir biçimde derlenmesini sağlayan bir derleyicidir."
Backend,Teknik Yetenekler,Java,"Classloader nedir?","Java ClassLoader, Java Virtual Machine (JVM) tarafından kullanılan bir sistemdir. Bu sistem, Java programlarının ihtiyaç duyduğu sınıfları yüklemekte ve çalıştırmakta kullanılır. Java’da Bootstrap ClassLoader, Extension ClassLoader ve Sistem / Uygulama ClassLoader olmak üzere üç sınıf yükleyici vardır."
Backend,Teknik Yetenekler,Java,"JVM, JRE ve JDK arasındaki farklar nelerdir?","JVM tam açılımıyla Java Virtual Machine, Java kodunu platformdan bağımsız hale getirir ve tüm işletim sistemlerinde ve platformlarda çalışmasını sağlar. JRE tam açılımıyla Java Runtime Environment, Java programlarının çalıştırılması için gerekli olan bir yazılımdır. JRE, JVM dahil olmak üzere Java ile ilgili gerekli tüm dosyaları içerir. JDK tam açılımıyla Java Development Kit, Java programlarının geliştirilmesi için gerekli olan bir yazılımdır. JDK, Java programlarının geliştirilmesi için gereken tüm araçları, kütüphaneleri, derleyicileri ve debugglerları içerir."
Backend,Teknik Yetenekler,Java,"Java, platformdan bağımsız bir dil midir?","Evet, Java platformdan bağımsız bir dildir. Java, derleyici tarafından derlenir ve daha sonra bayt koduna dönüştürülür. Bu nedenle, herhangi bir donanıma veya yazılıma bağlı değildir. Bayt kodu da platformdan bağımsızdır. Java kodları, JVM tarafından çalıştırılır. JVM, Java bytecode adı verilen kodu işletim sistemi tarafından anlaşılabilir bir formata dönüştürür ve çalıştırır. Bu, Java kodlarının farklı işletim sistemlerinde ve platformlarda çalışmasını sağlar."
Backend,Teknik Yetenekler,Java,"Typecasting'i açıklayın ve kod örneği gösterin.","Typecasting, bir veri tipindeki değişkeni başka bir veri tipindeki değişkene atama/dönüştürme işlemine denir. Örtülü ve açık olmak üzere iki tip veri türü vardır. Typecasting işlemi, genellikle programcı tarafından yapılır. Örneğin, Java'da, bir int değeri bir float değerine dönüştürmek için (int) ifadesi kullanılır."
Backend,Teknik Yetenekler,Java,"Nesne nedir?","Bir sınıf tanımlandıktan sonra yeni bir veri tipi oluşturulmuş olunur. Java’da oluşturulan bu yeni veri tipine ait değişkene nesne (object) adı verilir. Bir Java nesnesinin iki önemli özelliği davranış ve durumdur. JVM yeni anahtar sözcükle karşılaştığı anda bir nesne oluşturur."
Backend,Teknik Yetenekler,Java,"Java'da sınıfları tanımlayın.","Benzer veri türlerine sahip nesnelerin oluşturduğu koleksiyona sınıf denir. Java'da sınıflar, programlama dillerinde genellikle kullanılan bir kavramdır. Aslında sınıf, nesnenin tasarımını ve davranışını tanımlar. Sınıflar, veri ve metodlar içerir. Java'da sınıf tanımlamak için ""class"" anahtar kelimesi kullanılır."
Backend,Teknik Yetenekler,Java,"Statik yöntemler ve değişkenler nelerdir?","Bir sınıfın değişkenleri bildiren ve yöntemleri bildiren iki unsuru vardır. Java'da statik yöntemler ve değişkenler, bir sınıfın nesnelerinin oluşturulduğu zaman yerleştirilen değil, sınıf yüklendiği zaman yerleştirilen metodlar ve değişkenlerdir."
Backend,Teknik Yetenekler,Java,"Java constructors nedir?","Java constructors bir diğer adıyla yapıcı, nesneleri başlatmak için kullanılan kod bloğunu ifade eder. Constructors, sınıfın adı ile aynı olmalıdır. Bir nesne veya sınıf oluşturulduğunda otomatik olarak oluşturulur. ""new"" anahtar kelimesiyle birlikte çalışır. Bir constructors tanımlarken şu kurallara dikkat etmek önemlidir: Oluşturucunun adı sınıfın adı ile aynı olmalıdır. Oluşturucu bir dönüş türüne sahip olmamalıdır. Eğer sınıfta farklı oluşturucu tanımlanıyorsa, parametrelerin sayısı ve tipi farklı olmalıdır."
Backend,Teknik Yetenekler,Java,"Java singleton ne demek?","Singleton, herhangi bir zamanda tek bir JVM'de yalnızca bir örneği oluşturulabilen sınıftı ifade eder. Bir sınıfın yalnızca bir tek örneğinin oluşturulmasını sağlayan tasarım desenini olarak da ifade edilir. Bu desen, belirli bir sınıfın nesnesinin yalnızca bir kez oluşturulmasını ve bu örneğe tüm uygulama boyunca tek bir noktadan erişilebilmesini garanti eder."
Backend,Teknik Yetenekler,Java,"Java'da equals() ve == nedir? Aralarındaki fark nedir?","Java’da nesnelerin eşitliklerini karşılaştırmak için equals() ve == operatörleri kullanılır. Equals() operatörü, iş mantığı tarafından tanımlanan iki nesnenin eşitliğini kontrol etmek için kullanılır. Equals() operatorü, Object sınıfında tanımlanır. String sınıfı ve bazı diğer sınıflar, içerik karşılaştırması için ""equals()"" metodunu geçersiz kılar. Java'daki varsayılan uygulama, iki nesneyi karşılaştırmak için == operatörünü de kullanabilir. ""=="" operatörü, nesnelerin referanslarını (bellek adreslerini), iki değişkenin aynı bellek bölgesini işaret edip etmediğini kontrol etmeye yarayan operatördür."
Backend,Teknik Yetenekler,Java,"Java süper anahtar kelime nedir? Ne zaman kullanılır?","Java'da süper anahtar kelime, doğrudan bir üst sınıf nesnesine atıfta bulunan bir referans değişkenidir. Bir alt sınıf örneği oluşturduğunuzda, süper anahtar kelimesi tarafından başvurulan üst sınıfın bir örneğini de yaratmış olursunuz. Java süper anahtar kelimesinin kullanımları şunlardır:1. Bir üst sınıf örnek değişkenine atıfta bulunmak istendiğinde kullanılır.2. Süper anahtar kelimesi, bir ana sınıfın yöntemini çağırmak için kullanılır. 3. Super(), ana sınıfın yapıcısını çağırmak için kullanılır."
